Name,placeID,address,location,rating,userRatingTotal
迪斯奈純手工水餃&滷味,ChIJX5WLM0SUbjQRYARSfTRRnmY,600台灣嘉義市東區彌陀路245號,"23.4685927,120.465629",4.3,109
晨間廚房早午餐嘉義玉山店/蛋餅/早餐/麵/,ChIJ868ANZiWbjQRa71yNUiKBFs,600台灣嘉義市西區玉山路228號,"23.472081,120.4254996",3.7,130
小鳳素食館,ChIJU5v2Nj6UbjQRupGXaQ98e8k,600台灣嘉義市東區吳鳳南路363號,"23.4641724,120.4554175",5,35
黑密 碼-嘉義港坪公園店/嘉義飲料/嘉義必喝飲料推薦/嘉義飲料外送/嘉義果汁/嘉義手搖飲/西區飲料/西區果汁,ChIJK7Vc71SVbjQRhp9fszEWNp8,600台灣嘉義市西區大同路487號,"23.4759627,120.4224716",3.9,20
新北平婚宴餐廳,ChIJV39IzkCUbjQR9HE168Tge-c,600台灣嘉義市東區南興路69號,"23.4665037,120.4606319",4.1,3326
阿亮雞排-大雅店,ChIJrU1Dc8uVbjQRxv2n6AKt6dw,600台灣嘉義市東區大雅路二段512號,"23.4779411,120.4700562",4.5,84
洪記食堂,ChIJe28Ehk2UbjQRJKeLQdOwjSU,600台灣嘉義市東區大雅路二段516號,"23.4778076,120.469998",4.5,30
泰啾C泰式手沖茶食,ChIJe8oWDvZH1AgR4At_V8htbr0,600台灣嘉義市東區民生南路297-1號,"23.4636811,120.4449345",4.9,24
沐丰法式料理,ChIJ_8ACpqmVbjQRQ--riV9fppY,600台灣嘉義市東區大雅路二段489號,"23.4775794,120.4713534",4.2,187
太記食堂,ChIJRQIJVuGVbjQRGRX0OPRZUHU,600台灣嘉義市西區溫州一街109號,"23.4646823,120.4371117",5,5
幸福早午餐,ChIJSd5NzUWUbjQRCSDsqej9NG0,600台灣嘉義市東區芳安路3號,"23.4687992,120.4653071",4.4,75
光慧水煎包 嘉義店/西區美食小吃、素食,ChIJFSb-P82VbjQRSOJmXlq66DU,600台灣嘉義市西區玉山路235號,"23.4717971,120.4254274",4.5,41
五花馬水餃館 嘉義大雅門市,ChIJ5Ub1aFKUbjQRwHZVsAwJNbY,600台灣嘉義市東區大雅路二段477號,"23.4774681,120.4715842",3.7,432
重慶紅水煮魚麵疙瘩,ChIJm-h4mY-XbjQRZBF_3wr5LO4,600台灣嘉義市西區上海路194號,"23.4666865,120.4330469",4.4,106
車店小吃,ChIJKRh5aKCWbjQRg-o_0ZlqhKw,600台灣嘉義市西區武昌街6號,"23.4655304,120.4344936",4.1,185
犇頂牛排-嘉義彌陀店,ChIJjWzhSkSUbjQRV7fbszRw8lY,600台灣嘉義市東區彌陀路166號,"23.4685995,120.4662948",4.4,528
尚好味鲁肉飯,ChIJWxt0KUeUbjQRWOa3n2Juj9M,"號 No, No. 184宣信街東區嘉義市台灣 600","23.4675775,120.4615785",4.3,202
江媽媽雞排（芳安店）,ChIJvRKhMkSUbjQRvAgTcrNK60c,"號 No. 3, 芳安路東區嘉義市台灣 600","23.4688054,120.4653244",4.6,154
南北越南小吃,ChIJb2Tx6kmUbjQRFfwSme-Gf80,600台灣嘉義市東區民族路63號,"23.4768263,120.4599659",4.2,500
Hot 豆素食 Pizza/晚上沒有營業/提前預約訂購請來電或FB私訊,ChIJuz-vZ1KUbjQRL9WRLkDuF8c,600台灣嘉義市東區大雅路二段493號,"23.4774686,120.4714529",4.3,111
吳鳳鹹水雞,ChIJgfi0Ma6VbjQRgoXhz39Z5L4,600台灣嘉義市東區吳鳳南路347號,"23.4644997,120.4553134",4.9,157
許寶香菇肉羹,ChIJd8veo7CVbjQR_aTJPY9emBI,600台灣嘉義市東區芳安路45號,"23.4686593,120.464442",4.5,24
來來鹽酥雞,ChIJQfAwTLWVbjQREWhjoZsSF0Q,600台灣嘉義市東區民國路246-7號,"23.4844181,120.4596535",4.5,148
初發手作茶,ChIJc2JcDRyVbjQRuFwTxUlr8HU,600台灣嘉義市東區興美六路302號,"23.4586932,120.4493092",5,24
城市漢堡City Burger-嘉義興美店,ChIJX5xXZCmVbjQRaof7MlYI5t0,600台灣嘉義市西區興美六路431號,"23.4585188,120.4460328",4.5,112
男子漢炭烤吐司_嘉義東區店,ChIJi3zatYGVbjQRUlU-Sn_wags,600台灣嘉義市東區立仁路40號,"23.4655522,120.4656733",4.6,244
微笑咖哩-嘉義店,ChIJxYESB6GVbjQR12jVM5yDClI,600台灣嘉義市東區立仁路327號,"23.4623203,120.4570106",4.5,119
鳳記國際機械股份有限公司,ChIJJUQ_D6lwbjQR1o9c2FntE3k,71042台灣台南市永康區正北一路168號,"23.0524276,120.2591221",4,8
金田刺身壽司專賣店,ChIJSTzOAJ6VbjQRdWXFVBqSFCw,600台灣嘉義市東區吳鳳南路435號,"23.4628078,120.4562305",4.8,584
韓吉香黃金薯蔬食炸物嘉義店,ChIJp2Horn2VbjQRN48iRQdC1_E,600台灣嘉義市東區立仁路50號,"23.4655175,120.4655731",4.7,30
統香鹹酥雞（嘉義總店）,ChIJuaqWidWVbjQRhNrFSQF5WbQ,600台灣嘉義市西區民生南路493號,"23.4576581,120.443692",4.2,164
炭早T.Z,ChIJ38RH2YOVbjQRpII8sTWCqEY,600台灣嘉義市西區民生南路483號,"23.4579872,120.4436672",4.1,61
吳記排骨酥民生南店,ChIJ2R1FOm6VbjQR1kEAs-vxjE4,600台灣嘉義市西區民生南路520號,"23.4595255,120.4433305",5,3
吳鳳小吃,ChIJy80byTaUbjQROKBWYSpahzE,600台灣嘉義市東區吳鳳南路499號,"23.461749,120.4568226",4.3,23
加賀煙燻無骨雞爪凍,ChIJb26B00sWaTQRob2XebVertw,406台灣台中市北屯區中清路二段1142號,"24.1918641,120.6606147",4.2,122
四海遊龍 中埔店,ChIJH-yIfBWUbjQR3RAQmE-ZGg4,600台灣嘉義市東區吳鳳南路451號,"23.4624545,120.4564194",4,194
阿一快炒,ChIJFU5U4QmVbjQR2Dq_HNSqe9o,600台灣嘉義市東區立仁路341號,"23.4622341,120.4568047",4.5,66
花中傳奇臭豆腐,ChIJ8b5lMpaWbjQR1J651gg6oi0,600台灣嘉義市西區玉山路336-1號,"23.4710208,120.4210386",4.3,678
宏楹豆漿,ChIJq3lKjs-VbjQRXuNIYDqKBMg,600台灣嘉義市東區忠孝路806號,"23.5175654,120.4412085",4.5,59
宏楹豆漿,ChIJq3lKjs-VbjQRXuNIYDqKBMg,600台灣嘉義市東區忠孝路806號,"23.5175654,120.4412085",4.5,59
志日式串燒熱炒,ChIJkTjGkmqXbjQRftY94JgyEd4,600台灣嘉義市西區上海路1號,"23.4638331,120.4302157",4.5,36
宏記鍋燒意麵,ChIJhwrm8o-VbjQRYseJQgdgh90,600台灣嘉義市東區彌陀路62號,"23.466105,120.4677876",4.3,77
燃後（丼飯·精釀·燒烤）嘉義宵夜 嘉義餐酒館 嘉義居酒屋 串燒 燒肉 嘉義美食,ChIJy52sl-CVbjQRExDwuvALBxY,600台灣嘉義市西區民生南路465號,"23.4583942,120.4436613",4.5,483
黃師傅手工火烤披蕯,ChIJLUZpWx-UbjQR7FSdybkdupc,600台灣嘉義市西區新民路412-6號,"23.4599225,120.4405763",4.2,53
佬台南鍋燒意麵-民生店,ChIJUZub2-KVbjQRQvmMxhGWeT0,600台灣嘉義市西區民生南路546號,"23.4588467,120.4433308",4.6,38
十方韓,ChIJ-9ZHsNeVbjQRPvrJ7XUSq0I,60076台灣嘉義市東區大雅路二段388號,"23.4776329,120.4736911",4.1,219
瀟湘園 湘菜館,ChIJ-TKtYUSUbjQR8kV7QOcoTAU,600台灣嘉義市東區彌陀路98號,"23.4668421,120.4673826",4.5,221
小松現炒,ChIJVQCZwxWVbjQRNx81TZXC8EY,600台灣嘉義市東區大雅路二段203附2號,"23.4782971,120.4778478",4.9,8
極速特區 網際網路 嘉義,ChIJNUcLfxWUbjQR5YwEOgP4_Yk,600台灣嘉義市東區吳鳳南路238號,"23.4627318,120.4559913",4.3,218
福慧素食,ChIJnbFYEi6UbjQRHt-Ri2X1M6A,"600台灣嘉義市西區民生北路號, No. 219","23.4802533,120.4460656",4.5,82
漁牧丼飯壽司輕日式,ChIJT_QYqEGUbjQRrMVx9DiAtqo,600台灣嘉義市東區立仁路141號,"23.4642022,120.4623098",4.2,224
炭早T.Z,ChIJ38RH2YOVbjQRpII8sTWCqEY,600台灣嘉義市西區民生南路483號,"23.4579872,120.4436672",4.1,61
蔗甘心甘蔗冰茶-嘉義興美店,ChIJwV_9rOaVbjQRDV4NBP3HiLA,600台灣嘉義市東區興美六路137號,"23.4584418,120.451569",4.7,25
大立快炒,ChIJW0nkdqaVbjQRmNf03NrteMo,600台灣嘉義市東區林森東路577號,"23.4924342,120.4763451",4.2,103
南台灣土魠魚羹－嘉義民生店,ChIJga3_VHKVbjQR_KvMRtfBkfA,600台灣嘉義市西區民生南路566號,"23.4585516,120.4432643",4.3,22
呷尚寶,ChIJMQo4ykWUbjQR2gHstZqkGeQ,600台灣嘉義市東區彌陀路118號,"23.4672588,120.4671425",3.8,60
越南小吃,ChIJow0lIDWUbjQRlzqb-v18a7Q,600台灣嘉義市東區和平路214號,"23.4829842,120.4561276",4.5,56
溫叨欸 早午餐雞蛋糕專賣,ChIJbVsDIceVbjQRnyC6h8VJbp4,600台灣嘉義市西區民生南路481-2號,"23.4580166,120.4436604",4.5,42
晨間廚房文雅店,ChIJs1691gCVbjQRLMymJSy3_X0,600台灣嘉義市東區文雅街178號,"23.4831631,120.4844162",4,136
嘉義市軍輝路富林早餐店,ChIJ80SDadKVbjQRMNwGBWbqb48,600台灣嘉義市東區軍輝路202號,"23.4555752,120.4596588",4.7,13
黑棟當歸鴨後庄店,ChIJnROkzmyUbjQRzMGszwuGZsg,600台灣嘉義市東區軍輝路169號,"23.4550735,120.4592354",3.8,59
立將牛肉麵,ChIJP5ZS4Y6XbjQRbpnMHCz_T6I,600台灣嘉義市西區自強街101號1樓,"23.4648124,120.4217128",4.3,30
只有披薩,ChIJab_MslCVbjQRml_4wL4yXcA,600台灣嘉義市西區民生南路863號,"23.4541923,120.4372922",4.9,27
黑白炒,ChIJ1TeDMUo9aTQRj3FLSNLin5s,401台灣台中市東區十甲東路,"24.1437854,120.709151",4.6,142
悠刻早午餐南京店,ChIJYfHfeUyVbjQRKIFI1jtY3ZQ,600台灣嘉義市西區南京路13號,"23.45594,120.4428678",4.2,154
早窩Cafe•Brunch 嘉義平價早午餐|人氣早餐|在地推薦早餐|必吃早餐|文雅早餐|美食地圖,ChIJt-hkzgaVbjQRkgzGN4luIgk,600台灣嘉義市東區蘭井街3號,"23.4783768,120.4579028",4.1,243
馬叔叔涮涮鍋/嘉義火鍋/家庭聚餐/寵物友善餐廳,ChIJC2yKUxOUbjQRqAKeotSKUec,600台灣嘉義市東區吳鳳南路290號,"23.456651,120.4585351",4.4,732
玉饒簡餐,ChIJObjL7k-VbjQReuZRBEAwbaM,600台灣嘉義市西區南京路72號,"23.4563652,120.4416859",4.4,13
小草然早點,ChIJ7Rv2t2yUbjQR-G9fpHer474,600台灣嘉義市東區軍輝路206號,"23.455492,120.459491",3.8,57
嘴大王魷魚焿（嘉義民生店）,ChIJjw_7BRuUbjQRDEUf_9sSisQ,600台灣嘉義市西區民生南路523號,"23.4570604,120.4438031",4.1,73
桃埕健康餐盒-總店,ChIJO_GskpWVbjQRigBFqWXOQng,600台灣嘉義市西區民生南路610號,"23.4575019,120.4435165",3.6,106
楓味屋拉麵-軍輝店,ChIJDSw9LBOUbjQRZdV6ZJGW058,600台灣嘉義市東區軍輝路230號,"23.4547562,120.4586358",4.1,145
Super麵,ChIJ_x1AmQkDaDQReyz17pDom_g,236台灣新北市土城區延和路52號,"24.9887624,121.465417",4.2,160
薏蓮坊精緻養生飲品專賣店~後庄店,ChIJpSwnz2yUbjQR3YGnIKnmg80,"號 No. 653, 吳鳳南路東區嘉義市台灣 600","23.45512,120.4594419",3.8,37
自強早餐店,ChIJb4Ewn7yWbjQRSf9aJXeqgPA,600台灣嘉義市西區自強街44號,"23.4650203,120.4226096",4.4,77
晨間廚房早午餐嘉義民生店/蛋餅/早餐/麵,ChIJsbpIGBuUbjQR4AVhUR0OowI,600台灣嘉義市西區民生南路561號,"23.4562329,120.4437732",3.9,59
一品牛肉湯,ChIJHYP2GF56bjQRVAXDuJZUSxI,744台灣台南市新市區中山路202-4號,"23.0702838,120.294761",4.2,287
可以饌台南牛肉湯,ChIJAQAAAD-UbjQRdxtQXk0MFm8,600台灣嘉義市東區南興路94號,"23.4667802,120.4597601",4.1,7
左岸風尚義式料理,ChIJ65lex2uUbjQRjfyWUJIpyjE,600台灣嘉義市東區興仁街43號,"23.4577163,120.4631445",4,219
阿娥手作蛋餅,ChIJMx69z2yUbjQR50gKH_UNgEQ,600台灣嘉義市東區吳鳳南路659號,"23.4549242,120.4595124",4.2,890
山仔頂甕仔雞,ChIJ4f25vqqVbjQREVIylVwrilE,600台灣嘉義市東區大雅路二段66-1號,"23.4800743,120.4807184",4.1,667
昌平炸雞王 嘉義湖子內店,ChIJwRQh10aVbjQR1nQJD1XuY9Y,600台灣嘉義市西區民生南路501號,"23.4574018,120.443759",4.9,238
客客客-平價鍋物,ChIJo29KEhKVbjQR7k1lz9AAmM8,600台灣嘉義市東區軍輝路5號,"23.4559472,120.4649336",4.1,190
北港老孫羊肉-後庄軍輝店（整修中，預計11月下旬開幕）,ChIJDbLAgGyUbjQR0TDBXUFP-OQ,600台灣嘉義市東區軍輝路201號,"23.4544566,120.458358",4.3,203
四季臭臭鍋,ChIJjSFWrdKVbjQRNOnTi0GWyH0,600台灣嘉義市東區軍輝路137號,"23.4559037,120.4605566",4.6,239
雙醬咖哩-吳鳳店,ChIJ02I9yRmVbjQRsGsxMbNZLEk,600台灣嘉義市東區吳鳳南路595號,"23.4562396,120.4590667",4.5,78
斟有味 冷滷味專賣店-,ChIJv_DOiGSVbjQRBn4xQgt9_lA,600台灣嘉義市東區吳鳳南路625號,"23.4556489,120.4592375",4.9,90
小木屋美食,ChIJH0eZpV6VbjQRK0_IxKCfeLc,600台灣嘉義市東區吳鳳南路292號,"23.4566975,120.4585701",3.7,32
慈恩素食早餐,ChIJqe7MKJiWbjQRcsd8WN_8qCM,600台灣嘉義市西區玉山路257號,"23.4717217,120.4245931",4.3,10
阿威牛肉麵坊,ChIJ6y-8Dl-XbjQRqSfDA748v0o,600台灣嘉義市西區北興街443號,"23.4876091,120.4343675",4.1,19
黑白炒,ChIJ1TeDMUo9aTQRj3FLSNLin5s,401台灣台中市東區十甲東路,"24.1437854,120.709151",4.6,142
小木屋美食,ChIJH0eZpV6VbjQRK0_IxKCfeLc,600台灣嘉義市東區吳鳳南路292號,"23.4566975,120.4585701",3.7,32
粥年慶海鮮粥專業炒飯炒麵,ChIJmywvRcqoQjQRtKsB6t67qDg,247台灣新北市蘆洲區信義路306號,"25.0878262,121.4774552",3.9,221
玖香肉粽,ChIJW_Pk1UyXbjQRDZqK0CXrdbc,600台灣嘉義市西區北港路1482號,"23.4932878,120.395407",5,1
貴人咖啡L.J.Y.S,ChIJ4XRZdp-XbjQRXabq9LL56oc,600台灣嘉義市西區大貴路55號附1,"23.4659648,120.4123272",4.5,62
客客客-平價鍋物,ChIJo29KEhKVbjQR7k1lz9AAmM8,600台灣嘉義市東區軍輝路5號,"23.4559472,120.4649336",4.1,190
六哥古早味烤玉米,ChIJ3-CLRaqWbjQRsRj2oj4DwSo,608台灣嘉義縣水上鄉忠孝街248號,"23.4497921,120.4336243",4.5,622
嘉大現炒,ChIJHXhCMVmUbjQRnXWN-CDGBVc,600台灣嘉義市東區學府路322號,"23.4639341,120.4776314",4.1,120
瑞麟美而美,ChIJeaR_NlmUbjQRdO9R8DKgC7Y,600台灣嘉義市東區學府路311號,"23.4638724,120.4778214",4.2,39
嘉義市中山路老店切仔麵、魯熟肉(無店名),ChIJY0eG7DOUbjQRJiW76aTqCrs,600台灣嘉義市東區中山路192號,"23.4811208,120.4520958",4.2,415
四川樂山麻辣燙(中埔店）,ChIJFUslAOWVbjQRwsg_LudCPKY,60659台灣嘉義縣中埔鄉中山路五段921號右邊,"23.4527425,120.4600611",4.5,41
